what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323848764475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323848805862
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1323848816642
activated,editor,mg.egg.eggp,5.1.4,"mg.egg.eggp.internal.ui.editor.eggeditor",1323848838426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323848848089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323848855663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323848892900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323848905142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849170654
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1323849177573
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1323849178982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849184117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849185385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849185744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849186584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849193186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849230742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849230991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1323849231840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1323849231840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849231864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849258943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849286394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849286747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849286798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849287079
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1323849287769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849288230
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1323849288417
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323849288459
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1323849288567
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1323849288610
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323849288638
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1323849288957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849292815
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.edit.text.openLocalFile",1323849344397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849344400
activated,editor,mg.egg.eggp,5.1.4,"mg.egg.eggp.internal.ui.editor.eggeditor",1323849347050
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323849347052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849349261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849350421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849350684
error,log,,,"Problems occurred when invoking code from plug-in: ""mg.egg.eggp"".",1323849351167
error,log,,,"Exception occurred in listener of EGG element change notification",1323849351168
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323849351209
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1323849351514
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1323849351515
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1323849351515
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1323849351515
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1323849351515
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1323849351515
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1323849351516
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1323849351516
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1323849351516
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1323849351516
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1323849351516
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1323849351516
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1323849351516
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1323849351517
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1323849351517
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1323849351517
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1323849351518
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1323849351518
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1323849351518
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1323849351518
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1323849351518
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1323849351518
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1323849351518
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1323849351518
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1323849351519
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1323849351519
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1323849351519
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1323849351519
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1323849351519
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1323849351524
stopped,bundle,org.eclipse.wb.swing.databinding,1.1.0.r37x201109091143,"org.eclipse.wb.swing.databinding",1323849351524
stopped,bundle,org.eclipse.wb.core.databinding,1.1.0.r37x201109091012,"org.eclipse.wb.core.databinding",1323849351524
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout",1323849351525
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.MigLayout",1323849351525
stopped,bundle,org.eclipse.wb.swing.java6,1.1.0.r37x201109091143,"org.eclipse.wb.swing.java6",1323849351525
stopped,bundle,org.eclipse.wb.swing.jsr296,1.1.0.r37x201109091143,"org.eclipse.wb.swing.jsr296",1323849351525
stopped,bundle,org.eclipse.wb.swing,1.1.0.r37x201109091143,"org.eclipse.wb.swing",1323849351525
stopped,bundle,org.eclipse.wb.core.ui,1.1.0.r37x201109091028,"org.eclipse.wb.core.ui",1323849351525
stopped,bundle,org.eclipse.wb.layout.group,1.1.0.r37x201109091112,"org.eclipse.wb.layout.group",1323849351525
stopped,bundle,org.eclipse.wb.os.linux,1.1.0.r37x201109091012,"org.eclipse.wb.os.linux",1323849351525
stopped,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1323849351525
stopped,bundle,mg.egg.eggp,5.1.4,"mg.egg.eggp",1323849351542
stopped,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1323849351549
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1323849351549
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1323849351549
stopped,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1323849351549
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1323849351549
stopped,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1323849351549
stopped,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1323849351555
